"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId"
"2025-06-29 19:22:32",1751224952156,"algo-irl.vercel.app/api/debug/signature-failure","POST","",-1,"6zknt-1751224952071-f0db73a96247","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/debug/signature-failure","algo-irl.vercel.app","algo-irl.vercel.app","dpl_AwP1okfWJPvdHmA54GtT7di5uvyi",-1,"iad1",-1,-1,"===============================","prj_KlFsFHSD7SmYm4JfIDJJjNhR2Azk","","","01JYYJ89A9CEPZ6V96D8YMAGZX",""
"2025-06-29 19:22:32",1751224952156,"algo-irl.vercel.app/api/debug/signature-failure","POST","",-1,"6zknt-1751224952071-f0db73a96247","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/debug/signature-failure","algo-irl.vercel.app","algo-irl.vercel.app","dpl_AwP1okfWJPvdHmA54GtT7di5uvyi",-1,"iad1",-1,-1,"Request Headers:","prj_KlFsFHSD7SmYm4JfIDJJjNhR2Azk","","","01JYYJ89A9CEPZ6V96D8YMAGZX",""
"2025-06-29 19:22:32",1751224952156,"algo-irl.vercel.app/api/debug/signature-failure","POST","",-1,"6zknt-1751224952071-f0db73a96247","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/debug/signature-failure","algo-irl.vercel.app","algo-irl.vercel.app","dpl_AwP1okfWJPvdHmA54GtT7di5uvyi",-1,"iad1",-1,-1,"Payload Preview: {""companyId"":""netflix"",""isBlind75"":true,""problemId"":""contains-duplicate""}","prj_KlFsFHSD7SmYm4JfIDJJjNhR2Azk","","","01JYYJ89A9CEPZ6V96D8YMAGZX",""
"2025-06-29 19:22:32",1751224952156,"algo-irl.vercel.app/api/debug/signature-failure","POST","",-1,"6zknt-1751224952071-f0db73a96247","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/debug/signature-failure","algo-irl.vercel.app","algo-irl.vercel.app","dpl_AwP1okfWJPvdHmA54GtT7di5uvyi",-1,"iad1",-1,-1,"Debug Headers: {
  ""X-Debug-Client-Time"": ""1751224953727"",
  ""X-Debug-Payload-Keys"": ""companyId,isBlind75,problemId"",
  ""X-Debug-Payload-Length"": ""73"",
  ""X-Debug-UA"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36"",
  ""X-Debug-Timezone-Offset"": ""420"",
  ""X-Debug-Serialization"": ""{\""companyId\"":\""netflix\"",\""isBlind75\"":true,\""problemId\"":\""contains-duplicate\""}""
}","prj_KlFsFHSD7SmYm4JfIDJJjNhR2Azk","","","01JYYJ89A9CEPZ6V96D8YMAGZX",""
"2025-06-29 19:22:32",1751224952156,"algo-irl.vercel.app/api/debug/signature-failure","POST","",-1,"6zknt-1751224952071-f0db73a96247","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/debug/signature-failure","algo-irl.vercel.app","algo-irl.vercel.app","dpl_AwP1okfWJPvdHmA54GtT7di5uvyi",-1,"iad1",-1,-1,"Time Difference (ms): -1572","prj_KlFsFHSD7SmYm4JfIDJJjNhR2Azk","","","01JYYJ89A9CEPZ6V96D8YMAGZX",""
"2025-06-29 19:22:32",1751224952156,"algo-irl.vercel.app/api/debug/signature-failure","POST","",-1,"6zknt-1751224952071-f0db73a96247","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/debug/signature-failure","algo-irl.vercel.app","algo-irl.vercel.app","dpl_AwP1okfWJPvdHmA54GtT7di5uvyi",-1,"iad1",-1,-1,"Server Time: 1751224952155","prj_KlFsFHSD7SmYm4JfIDJJjNhR2Azk","","","01JYYJ89A9CEPZ6V96D8YMAGZX",""
"2025-06-29 19:22:32",1751224952156,"algo-irl.vercel.app/api/debug/signature-failure","POST","",-1,"6zknt-1751224952071-f0db73a96247","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/debug/signature-failure","algo-irl.vercel.app","algo-irl.vercel.app","dpl_AwP1okfWJPvdHmA54GtT7di5uvyi",-1,"iad1",-1,-1,"Client Timestamp: 1751224953727","prj_KlFsFHSD7SmYm4JfIDJJjNhR2Azk","","","01JYYJ89A9CEPZ6V96D8YMAGZX",""
"2025-06-29 19:22:32",1751224952156,"algo-irl.vercel.app/api/debug/signature-failure","POST","",-1,"6zknt-1751224952071-f0db73a96247","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/debug/signature-failure","algo-irl.vercel.app","algo-irl.vercel.app","dpl_AwP1okfWJPvdHmA54GtT7di5uvyi",-1,"iad1",-1,-1,"Endpoint: https://algo-irl.vercel.app/api/problem/prepare","prj_KlFsFHSD7SmYm4JfIDJJjNhR2Azk","","","01JYYJ89A9CEPZ6V96D8YMAGZX",""
"2025-06-29 19:22:32",1751224952156,"algo-irl.vercel.app/api/debug/signature-failure","POST","",-1,"6zknt-1751224952071-f0db73a96247","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/debug/signature-failure","algo-irl.vercel.app","algo-irl.vercel.app","dpl_AwP1okfWJPvdHmA54GtT7di5uvyi",-1,"iad1",-1,-1,"Timestamp: 2025-06-29T19:22:32.155Z","prj_KlFsFHSD7SmYm4JfIDJJjNhR2Azk","","","01JYYJ89A9CEPZ6V96D8YMAGZX",""
"2025-06-29 19:22:32",1751224952156,"algo-irl.vercel.app/api/debug/signature-failure","POST","",-1,"6zknt-1751224952071-f0db73a96247","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/debug/signature-failure","algo-irl.vercel.app","algo-irl.vercel.app","dpl_AwP1okfWJPvdHmA54GtT7di5uvyi",-1,"iad1",-1,-1,"=== SIGNATURE FAILURE DEBUG ===","prj_KlFsFHSD7SmYm4JfIDJJjNhR2Azk","","","01JYYJ89A9CEPZ6V96D8YMAGZX",""
